ablation,accuracy,loss,intent_f1,bleu,communication_mb,elapsed_sec,aggregations,tri_objective,pareto_optimal
A1_no_auto_scale,0.34328358208955223,1.4484582605646616,0.24507389162561577,0.04469273743016759,0.184844970703125,0.6152372360229492,2,0.48230655214679774,True
A2_no_staleness_adapt,0.26865671641791045,1.3715395909636767,0.2277030976037405,0.035381750465549346,0.184844970703125,0.6164901256561279,2,0.4372798548171769,False
A6_linear_staleness,0.2537313432835821,1.3760165830156696,0.1412037037037037,0.0335195530726257,0.184844970703125,0.5916347503662109,2,0.43329570599456335,True
A7_fixed_buffer_small,0.2537313432835821,1.423014162191704,0.10119047619047619,0.0335195530726257,0.184844970703125,0.6238243579864502,4,0.4268577844705155,False
A5_no_compression,0.22388059701492538,1.9111351041651483,0.09146341463414634,0.029795158286778402,3.6563873291015625,0.565523624420166,2,0.40903567556125014,True
A4_no_momentum,0.19402985074626866,1.3915871168250469,0.1313632441760138,0.0260707635009311,0.184844970703125,0.6073954105377197,2,0.3943226784378735,False
A3_no_adaptive_weighting,0.16417910447761194,1.4002449423519534,0.11623931623931626,0.022346368715083803,0.184844970703125,0.614915132522583,2,0.37490828627970685,False
A0_full,0.2537313432835821,1.4492998994998079,0.16070010742141888,0.0335195530726257,0.184844970703125,2.376829147338867,2,0.3516226560678055,False
